word/phrase,value,class
international,hr,13
journal,hr,17
heritage,hr,86
study,hr,28
print,hr,1
online,hr,12
homepage,hr,1
analogue,hr,6
digital,hr,102
back,hr,6
institutional,hr,46
dynamic,hr,11
innovation,hr,7
ba,hr,4
van,hr,25
heur,hr,10
cite,hr,1
link,hr,1
published,hr,1
oct,hr,1
submit,hr,1
view,hr,2
citing,hr,2
article,hr,3
full,hr,1
term,hr,2
condition,hr,1
access,hr,3
use,hr,4
found,hr,2
vol,hr,1
november,hr,7
heur*,hr,1
maastricht,hr,50
virtual,hr,5
knowledge,hr,3
studio,hr,2
faculty,hr,2
art,hr,5
social,hr,12
science,hr,3
university,hr,9
netherlands,hr,11
taylor,hr,3
francis,hr,3
received,hr,3
december,hr,7
final,hr,2
version,hr,2
april,hr,2
dr,hr,1
basvan,hr,1
print-,hr,1
original,hr,3
trace,hr,3
emergence,hr,9
imperative,hr,18
belief,hr,2
necessity,hr,1
digitising,hr,2
cultural,hr,64
expression,hr,1
particular,hr,16
project,hr,50
dutch,hr,5
city,hr,12
main,hr,13
reason,hr,2
contribute,hr,4
growing,hr,1
body,hr,1
literature,hr,3
perspective,hr,6
pay,hr,2
analytical,hr,3
attention,hr,11
organisational,hr,12
complicates,hr,1
popular,hr,2
assumption,hr,4
digitisation,hr,7
beneficial,hr,1
participation,hr,5
instead,hr,4
put,hr,2
forward,hr,2
drawing,hr,5
theory,hr,11
sociology,hr,7
expectation,hr,19
le,hr,3
technology-centric,hr,1
contextual,hr,1
understanding,hr,6
conclusion,hr,2
highlight,hr,4
potential,hr,2
analysis,hr,16
keywords,hr,1
institution,hr,17
organisation,hr,18
introduction,hr,3
amsterdam-based,hr,1
consulting,hr,1
agency,hr,2
commissioned,hr,2
municipality,hr,4
develop,hr,8
guiding,hr,1
vision,hr,2
management,hr,3
part,hr,3
formulation,hr,1
policy,hr,3
guideline,hr,1
year,hr,6
active,hr,2
engagement,hr,1
local,hr,12
advocated,hr,3
work,hr,3
gerard,hr,1
rooijakkers,hr,4
professor,hr,2
ethnology,hr,1
amsterdam,hr,3
notion,hr,8
biography,hr,42
adopted,hr,3
conceptualise,hr,1
shifting,hr,1
identity,hr,7
time,hr,7
early,hr,12
stage,hr,3
development,hr,29
infrastructure,hr,33
occasionally,hr,1
mentioned,hr,3
always,hr,2
one,hr,18
element,hr,14
within,hr,6
much,hr,7
wider-ranging,hr,1
attempt,hr,1
rethink,hr,1
presentation,hr,3
indeed,hr,1
largely,hr,2
strategically,hr,2
counter,hr,2
expensive,hr,2
idea,hr,2
physical,hr,4
historical,hr,7
museum,hr,9
although,hr,13
publication,hr,3
offer,hr,2
justification,hr,1
focusing,hr,1
technology,hr,25
investment,hr,3
emphasis,hr,1
visible,hr,5
consultancy,hr,6
group,hr,22
limited,hr,4
extent,hr,4
report,hr,5
next,hr,2
couple,hr,1
however,hr,6
precisely,hr,1
became,hr,5
core,hr,8
concern,hr,7
involved,hr,6
apparent,hr,1
paradox,hr,1
explained,hr,1
argue,hr,2
least,hr,3
beginning,hr,2
explanation,hr,1
tracing,hr,2
refers,hr,2
future,hr,5
current,hr,1
practice,hr,10
need,hr,5
digitise,hr,2
order,hr,9
make,hr,1
reality,hr,2
word,hr,5
creates,hr,1
strong,hr,1
sense,hr,2
pressure,hr,1
potentially,hr,1
even,hr,6
guilt,hr,1
among,hr,4
yet,hr,1
taking,hr,2
wyatt,hr,2
partly,hr,2
result,hr,4
contingent,hr,2
stabilised,hr,1
due,hr,5
wider,hr,4
priority,hr,2
related,hr,3
funding,hr,5
favoured,hr,1
also,hr,10
despite,hr,2
commonly,hr,1
associated,hr,1
openness,hr,1
empirical,hr,3
data,hr,8
discussed,hr,2
show,hr,4
actually,hr,2
led,hr,5
closing,hr,1
number,hr,3
select,hr,1
actor,hr,16
able,hr,2
shape,hr,5
finally,hr,1
increased,hr,1
questioning,hr,3
centrality,hr,1
recent,hr,3
relative,hr,2
opening,hr,1
range,hr,3
phrase,hr,1
title,hr,1
appropriating,hr,1
vocabulary,hr,1
rather,hr,4
different,hr,4
purpose,hr,2
used,hr,4
shorthand,hr,1
describe,hr,1
process,hr,7
problem,hr,4
explaining,hr,1
research,hr,13
tool,hr,2
capture,hr,1
complex,hr,4
broadly,hr,1
speaking,hr,1
fit,hr,2
two,hr,6
strand,hr,6
first,hr,11
provides,hr,1
detailed,hr,1
intra-textual,hr,1
website,hr,30
hyperlink,hr,1
design,hr,8
environment,hr,8
paraizo,hr,2
ripper,hr,2
kós,hr,2
chen,hr,2
kalay,hr,2
often,hr,2
informative,hr,1
textual,hr,1
nature,hr,4
unavoidably,hr,3
downplays,hr,1
new,hr,23
embedded,hr,1
second,hr,5
investigates,hr,2
role,hr,12
medium,hr,7
shaping,hr,2
learning,hr,3
experience,hr,4
context,hr,3
brown,hr,5
ciolfi,hr,2
paying,hr,2
relation,hr,5
user,hr,4
open,hr,4
question,hr,5
user-orientation,hr,1
push,hr,1
away,hr,2
focus,hr,6
actual,hr,2
emerging,hr,2
third,hr,4
might,hr,2
place,hr,8
address,hr,1
