word/phrase,value,class
european,188,hr
medium,154,hr
cultural,123,hr
service,115,hr
audiovisual,113,hr
see,106,hr
television,87,hr
diversity,85,hr
directive,79,hr
content,70,hr
state,67,hr
new,66,hr
commission,64,hr
also,57,hr
may,56,hr
impact,55,hr
product,53,hr
member,50,hr
digital,49,hr
advertising,49,hr
community,48,hr
university,48,hr
ff,47,hr
use,46,hr
cambridge,46,hr
communication,46,hr
market,45,hr
law,45,hr
rule,44,hr
work,43,hr
council,41,hr
et,41,hr
al,41,hr
core,40,hr
available,40,hr
subject,39,hr
placement,39,hr
case,39,hr
term,38,hr
policy,38,hr
regulation,37,hr
without,37,hr
downloaded,36,hr
httpswwwcambridgeorgcore,36,hr
bristol,36,hr
library,36,hr
dec,36,hr
httpswwwcambridgeorgcoreterms,36,hr
program,35,hr
frontier,33,hr
convergence,33,hr
production,33,hr
channel,32,hr
provision,32,hr
measure,30,hr
one,29,hr
culture,29,hr
broadcasting,29,hr
study,28,hr
commercial,28,hr
information,27,hr
broadcaster,25,hr
convention,25,hr
expression,25,hr
society,24,hr
public,24,hr
december,23,hr
network,23,hr
development,23,hr
de,23,hr
change,22,hr
protection,22,hr
contribution,22,hr
environment,21,hr
level,21,hr
effect,21,hr
certain,21,hr
proposal,21,hr
para,21,hr
application,20,hr
parliament,20,hr
final,20,hr
legal,19,hr
provider,19,hr
nonlinear,19,hr
assessment,19,hr
horlings,19,hr
europe,18,hr
film,18,hr
graber,18,hr
internet,18,hr
industry,18,hr
report,18,hr
programme,18,hr
principle,17,hr
consumer,17,hr
different,17,hr
freedom,17,hr
article,17,hr
definition,17,hr
time,17,hr
accessed,17,hr
graham,17,hr
national,16,hr
although,16,hr
regulatory,16,hr
technology,16,hr
form,16,hr
section,16,hr
free,15,hr
broadcast,15,hr
value,15,hr
part,15,hr
treaty,15,hr
economic,15,hr
action,15,hr
defined,15,hr
quota,15,hr
share,15,hr
press,15,hr
oxford,15,hr
union,14,hr
electronic,14,hr
objective,14,hr
telecommunication,14,hr
web,14,hr
distribution,14,hr
activity,14,hr
within,14,hr
right,14,hr
linear,14,hr
age,14,hr
recital,14,hr
requirement,14,hr
und,14,hr
amending,13,hr
existing,13,hr
